,Date,User,Tweet
245,2023-06-15 07:33:04+00:00,moskyryu,"@HabisNontonFilm Action, Noir, Kim Seon Ho, Cool !"
246,2023-06-15 07:24:19+00:00,jeongji49915868,#김선호 #KimSeonHo  #귀공자
247,2023-06-15 07:23:24+00:00,sukkuseon,#KimSeonHo #김선호 #AAAConcert https://t.co/Ol2su5sGS5
248,2023-06-15 07:23:22+00:00,SaSo46684888,#김선호 #KimseonHo
249,2023-06-15 07:22:27+00:00,sukkuseon,Taking a pics with fan #KimSeonHo #김선호 https://t.co/ZG7nYuhYZC
250,2023-06-15 07:22:21+00:00,twokoon,"#คิมซอนโฮ บอกเล่าถึงความรู้สึกการกลับมาในวงการบันเทิงอีกครั้งพร้อมกับเดบิวต์รับเล่นภาพยนตร์เรื่อง “The Childe”

#TheChilde #KimSeonHo
https://t.co/dcNaLkd6Tn"
251,2023-06-15 07:21:33+00:00,sukkuseon,"#KimSeonHo fan meeting with BENCH ""Love To Meet Our Good Boy"" will be held on July 22nd in Smart Araneta Coliseum https://t.co/KZmpMaC0Af"
252,2023-06-15 07:19:10+00:00,naonao0508nao,"ソノのスクリーンデビュー作品
「貴公子」観たい🙏🏻
どうか日本でも観れるようにして下さい🇯🇵🙏🏻

#貴公子
#TheChilde
#キムソンホ
#キムソノ
#KimSeonHo
#김선호
#ただただキムソノを応援する"
253,2023-06-15 07:17:49+00:00,yaamacy,"so it will be at 7:20pm or 7:30pm? 
🤣🤣🤣🤔

우리 선호 귀공자~ 가즈아~~! 🔥🔫

#김선호 #KimSeonHo #金宣虎 #귀공자 #TheChilde #貴公子"
254,2023-06-15 07:16:44+00:00,sukkuseon,"#KimSeonHo staff diary update (15062023) 

Page 166/365 https://t.co/V2GpqJVHbx"
255,2023-06-15 07:04:11+00:00,SaSo46684888,#김선호 #KimseonHo
256,2023-06-15 07:06:58+00:00,kihogiry,"Yashhh😎
Boneka kertas aku joget🤣😍
#KimSeonHo #TheChilde"
257,2023-06-15 07:07:51+00:00,EdnaLizDamaso,"Nicely written..

I hope we Seonhohada emulate the same traits- dignified, humble, calm as Kim Seon Ho💙💙💙"
258,2023-06-15 07:03:12+00:00,SaSo46684888,"ايه الجمال ده هيكونو مع بعض في اليابان 🇯🇵😭😭😭😭😭😭😭😭😭😭
#김선호 #KimseonHo https://t.co/amVEsjvwgH"
259,2023-06-15 07:01:17+00:00,devikyuvi24,Gwigongja fightingg🔥🔥🔥 Kim Seon Ho Bisaaa👍💪💪
260,2023-06-15 07:00:45+00:00,myseonhokim,@shhd_chan https://t.co/mkn5HRl5Iy
261,2023-06-15 07:00:10+00:00,kihogiry,"Gongja-nim ganteng banget😍
Malu-malunya gemesh😭

Cr. Vd. By tiktok @seonstarlight

#KimSeonHo #TheChilde https://t.co/xGKsZAzWTx"
262,2023-06-15 06:56:09+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
263,2023-06-15 06:55:16+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
264,2023-06-15 06:55:08+00:00,seringsendirian,"-Debut perdana dan pertama dilayar lebar kim seon ho
-Terbiasa dengan peran romantis, ceria, ramah dan baik hati ternyata membuat kim seon ho kesulitan berkata kasar dalam film ini
-fans screening di cgv GI tgl 18 juni 2023
-tayang serentak tanggal 21 juni 2023"
265,2023-06-15 06:55:01+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
266,2023-06-15 06:51:53+00:00,nayseonho,"#Kimseonho 🤝 Kim jaejoong 
😍😍😄 https://t.co/E7nOipthp6"
267,2023-06-15 06:46:07+00:00,T4ier1,"KIM SEON HO 
KIM SEON HO
KIM SEON HO 
KIM SEON HO

The Only Reason. 🔥🔥🔥🔥🔥🔥"
268,2023-06-15 06:38:27+00:00,myseonhokim,@kc_loves_seonho HAHAHAHAHA! Sa true! 😂
269,2023-06-15 06:29:35+00:00,TheBeatManila,"Good Boy is coming back to Manila! 😍

South Korean actor #KimSeonho is coming back to Manila to meet his fans once again at the Smart Araneta Coliseum!

🗓️: July 22, 2023

📸: Facebook / @benchtm https://t.co/RpSRTz5mAD"
270,2023-06-15 06:20:14+00:00,myseonhokim,WTS! LFB! Charot! 😂✌️ #KimSeonHo
271,2023-06-15 06:19:29+00:00,pollygarcia0915,"‘Good Boy’ #KimSeonHo Returns to Manila for Fan Meet

https://t.co/gweGyPVstG"
272,2023-06-15 06:14:26+00:00,jkshum,"The 30 sec trailer 😍😍😍!!!.  I love the gun fire actions of Seonho and the evil expression of KKW. 🔥💙#김선호 #KimSeonHo

 #TheChilde 

https://t.co/VRBeBCy9r9"
273,2023-06-15 06:06:50+00:00,AbanteNews,"Nakatakdang bumalik sa ‘Pinas ang Korean actor na si Kim Seon Ho upang magkaroon ng fan meet sa Hulyo 22 sa Smart Araneta Coliseum.
#TunayNaTabloidista #AbanteShowbiz
@kimseonho_ph

https://t.co/AlRyUp3D8u"
274,2023-06-15 06:05:58+00:00,SaSo46684888,#김선호 #KimseonHo
275,2023-06-15 05:58:30+00:00,jkshum,"This is so sweet!!!! The way he treats his fans like friends as always. 💙😍🥰💕

I feel like he is completely himself (talkative) 😂 after #TheChilde promotions and press conference.  
#김선호 #KimSeonHo

Credit to owner 

 https://t.co/WtqCMrgsp1"
276,2023-06-15 06:00:06+00:00,Nits31121,@Alive4kimseonho When even the bad reviews are good then you know the film has the potential to do extremely well. Waiting for this to manifest. When all of us can scream with excitement at the BO collections 🙏
277,2023-06-15 06:01:24+00:00,KDramaStars,"K-drama's favorite ""good boy,"" Kim Seon Ho, will be back to Manila for another of fan meet. 

#KimSeonHo https://t.co/MNRN2lxBKz"
278,2023-06-15 05:57:17+00:00,orange_saran,"2023  #AAA Beginning Concert  
#男神  #KimSeonHo 
https://t.co/d2mSib9l7F
#SALT  #김선호  
#キムソノ #キムソンホ
#귀공자  #貴公子  #TheChilde https://t.co/eyXrUnbKJK"
279,2023-06-15 05:57:04+00:00,artcipa,"Kim Seonho fanart!😍💙

#KimSeonHo #seonho #fanart #art #zonakarya #commissionart #opencommissions #opencommission #Commission #ibisPaintX #ibispaintart #ibispaint https://t.co/XaMOWPrUkr"
280,2023-06-15 05:55:57+00:00,Seon_Dimples,"His body is very tall 😍
Uri Nobleman 🤗💙

© fminseoul
#KimSeonHo #김선호 #귀공자 #TheChilde https://t.co/jtiDW1yVbF"
281,2023-06-15 05:55:16+00:00,orange_saran,"2023  #AAA Beginning Concert  
#男神  #KimSeonHo 
https://t.co/pSCFukEnxG
#김스다  #김선호  
#キムソノ #キムソンホ
#귀공자  #貴公子  #TheChilde https://t.co/ptCrCjdJnH"
282,2023-06-15 05:54:56+00:00,featherchaefave,"KIM SEON HO knocking LEE CHAEYEON 's heart OMG 🥹😱😱😱

#LEECHAEYEON #KIMSEONHO 🥰
#KNOCK #knockingonyourheart"
283,2023-06-15 05:51:44+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
284,2023-06-15 05:36:10+00:00,Shashapot05,"July 8 - YOKOHAMA PIA ARENA
JULY 22 - ARANETA COLISEUM

#KimSeonHo idol era 🫢 https://t.co/URRKEVLl1f"
285,2023-06-15 05:45:21+00:00,kpopstarz,"K-drama's favorite ""good boy,"" Kim Seon Ho, will be back to Manila for another of fan meet. 

#KimSeonHo https://t.co/0GBKDJqwHs"
286,2023-06-15 05:51:07+00:00,ucha_amalia,"@tryingtostaa I listened a lot when hometown cha cha was finished. This song is really relate for kim seon ho, while we as seonhohada were waiting his comeback to the screen. ❤️"
287,2023-06-15 05:32:41+00:00,Ghizlane222205,"#KimSeonho #김선호 
#TheChilde #귀공자"
288,2023-06-15 05:32:28+00:00,bluecassy7,"Kdrama Hometown Cha Cha Cha(Shin Min Ah, Kim Seon Ho) Printable Wall Art Digital Download https://t.co/RyHoR2kJol via @Etsy 
#HometownChaChaCha #ShinMinAh #KimSeonHo #kdrama #fanart #Digitalart #digitaldrawing #Etsy #EtsyDigitalProduct #EtsyHandmade"
289,2023-06-15 05:30:38+00:00,chimmyseonshine,"Life of being a fangirl. #Seonhohada 

I’ve been a fan of actor #KimSeonHo since January 8, 2021 and I started collecting memorabilias, magazines and his brand endorsements. Until I attended my first fan meeting here in my country. I am grateful that I meet new people. #김선호 https://t.co/GRqJQT1Dyo"
290,2023-06-15 05:25:04+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
291,2023-06-15 05:15:37+00:00,Teachastore,"เริ่มหล่ะนะ ⏰
📌 พิเศษ สำหรับลูกค้า TEACHA Tiktok Shop วันที่ 15 มิย เวลา เที่ยงวัน-เที่ยงคืนนี้เท่านั้น 
“ซื้อ TEACHA (ทีชะ) 1 กล่อง แถมฟรี TEACHA (ทีชะ) 1 กล่อง” 
🤟🏻https://t.co/nAGgk4aWGF
*มีจำนวนจำกัดนะครับ 🤟🏻
#TEACHA #YourEveryDay #KomBuCha #KimSeonHo #คิมซอนโฮ #김선호 https://t.co/mkO189mMut"
292,2023-06-15 05:12:55+00:00,PloyVoranan,"230614 #kimseonho_statff.diary IG update💖 

#2023AAABeginningConcert #男神
#2023AAABC男神
#当 #キムソンホ #KIMSEONHO 
#คิมซอนโฮ #金宣虎 #キム・ソンホ #TheChilde #귀공자
@starnewskorea https://t.co/Xeq9T42fWQ"
293,2023-06-15 05:08:44+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
294,2023-06-15 05:06:05+00:00,SLEEPY_SEONHO,ยัยคนนี้เคยแชร์ผชคนอื่น ผมจดหมดแล้วครับ #คิมซอนโฮ #김선호 #ไดโนซอนเดอะพรอพโพเซิล #KimSeonHo https://t.co/luEOOkeg1R
295,2023-06-15 05:03:01+00:00,SLEEPY_SEONHO,การเยียวยา 🫶🏻💕✨ #คิมซอนโฮ #김선호 #ไดโนซอนเดอะพรอพโพเซิล #KimSeonHo https://t.co/B6wDej8rBN
296,2023-06-15 05:02:32+00:00,SaSo46684888,#김선호 #KimseonHo
297,2023-06-15 05:00:58+00:00,SaSo46684888,"#김선호 #KimseonHo
We've been waiting a long time, but have we finally gotten six days on the show after two years I want to cry😭😭😭😭😭😭💪💪💪💪💪💪💪"
298,2023-06-15 05:00:20+00:00,Seon_Dimples,"SALT &amp; KIMSDA instagram story update

2023 AAA Beginning Concert #KimSeonHo 💙 https://t.co/Fip4FatEqE"
299,2023-06-15 04:53:58+00:00,loey6161,"WTB FS The Childe 18 Juni 2 tiket, bisa dm ya kalau ada yg jual #kimseonho #Thechilde #Thechildemovie"
300,2023-06-15 04:48:47+00:00,2013_SALT,"&lt;2023AAABeginningConcert 男神&gt;
멜론티켓 오픈!
-
※ 자세한 사항은
'스타뉴스 코리아'에서 확인해 주세요!
-
#김선호 #Kimseonho #2023AAABeginningConcert #男神 #StarnewsKorea"
301,2023-06-15 04:43:39+00:00,myseonhokim,@mylovekimseonho https://t.co/qDgC5YK8M4
302,2023-06-15 04:29:34+00:00,zhariie507,"yuk siapa yg masih nyari nih, gaas~"
303,2023-06-15 04:26:25+00:00,shhd_chan,"Happy birthday to me 🥹💙 
Homecha hong banjang cake is the best bd gift 😭#KimSeonHo #김선호 #キムソンホ https://t.co/Qa1yXun51k"
304,2023-06-15 04:25:35+00:00,di_claire,@gnews26 @seonhokimwife sana makakuha ka chingu 🙏🙏🙏🙏🙏
305,2023-06-15 04:25:15+00:00,kdragontwt,"Did OP just say #KimSeonHo's nobleman felt like 'the' Won Bin 😮 or his uncle? '원빈의 아저씨' 😅

""Fighting in a suit is ironic, but it seems like a concept! ...
It's almost like a Korean version of a hero... ?
It felt like Won Bin's uncle..! haha""

https://t.co/EXotsn23JK"
306,2023-06-15 04:22:27+00:00,jen07_,"why naman parehong July pa kayo darating?😁 ottoke?!!!🤔

#CHAEUNWOO 
#KimSeonHo https://t.co/DiJkKSXULU"
307,2023-06-15 04:18:09+00:00,KamjaPH,"[PH GO 🇵🇭] July 2023 Magazines - Arena Homme Korea (Content: Kim Seonho, Kim Taehee)

💸 ₱470 each

🗓 DOO: 06/25/2023
🗓 DOP: 07/10/2023

✨ Normal ETA; ALL IN + LSF
✨ w/ Freebies!

https://t.co/JK0v8xaSjJ

#KkobugiPHGO #KimSeonho #KimTaehee https://t.co/BycqCMTZRE"
308,2023-06-15 04:16:25+00:00,pepperotoni,"I miss the Variety Show Kim Seon Ho 😭 Gym Jungkook, TY! Hehe"
309,2023-06-15 04:11:06+00:00,yourseonshine,"#KimSeonho about Go Ara
""Go Ara, she was senior than me. Even so i was surprised by her energy&amp;attitude towards the work on set. I saw her struggling&amp;working hard enough to turn the script, i thought i should get it. After filming we all went on trip to Canada together"" https://t.co/WBeLLKnLmt"
310,2023-06-15 04:08:29+00:00,seonmersprout,"https://t.co/nTCHjSRvlg

The Childe Cast stage greeting schedule for July 21st! 😭😭🥹 WHY AM I NOT THERE TT #kimseonho #kimseonhonewmovie #김선호 #귀공자 #thechilde"
311,2023-06-15 04:04:03+00:00,SaSo46684888,#김선호 #KimseonHo
312,2023-06-15 04:03:38+00:00,Eargasmstoree,"✨ PRE ORDER MAGAZINE JULY 2023⠀
⠀
ARENA HOMME KOREA
⠀
✨ Cover : Model
Kim Seon Ho, Kim Tae Hee
⠀
💰260k (DP 100k)
⠀
✅EMS TAX 
✅Freebies 
✅DP &amp; Pelunasan via Shopee
📦 Packing include : OPP plastic
⠀
🔗 https://t.co/Cj5M7yu2mw

#eargasmPO https://t.co/ditUldriwK"
313,2023-06-15 04:03:22+00:00,SaSo46684888,#김선호 #KimseonHo
314,2023-06-15 04:00:18+00:00,naonao0508nao,"ソノ、本当に頑張ったね😭
だからこそ、スクリーンデビュー作品
観たいです🥺
日本で上映お願いします🙏🏻

#貴公子
#TheChilde
#キムソンホ
#KimSeonHo
#김선호 https://t.co/MlF2P4kSpv"
315,2023-06-15 03:55:15+00:00,PloyVoranan,"230615 พอล เมื่อวานที่ ICN คือถือ miima หยั่งกะ presenter ถ้า brand จะ พิจารณา brand ambassador คู่ไปเลย นี่ไม่ติดนะ 😆

#miima #miimamask #미마마 #미마마스크 #คิมซอนโฮ #KimSeonHo #김선호 #金宣虎 #キム・ソンホ #TheChilde #귀공자 #안효섭 #AhnHyoSeop #PaulAhn #อันฮโยซอบ #安孝燮 https://t.co/oau2lGwlCv"
316,2023-06-15 03:52:32+00:00,Sassy156_SHHD,"Netflix K-content Youtube Channel 
🔗 https://t.co/jHuNHXYQuC
7 K-drama neighborhoods that are one big family
#คิมซอนโฮ #KimSeonHo #김선호 #ShinMinA #신민아 #갯마을차차차 #HometownChaChaCha https://t.co/DzH6PMNIe0"
317,2023-06-15 03:51:57+00:00,seonstarlight,"THE CAST OF THE CHILDE

D-6
Let's big hit 🔥🔥🔥

#theChilde
#KimSeonHo
#NontontheChildeHariPertama https://t.co/kMHaHyRtKp"
318,2023-06-15 03:50:18+00:00,BBUUNNAA,"💕

#kimseonho #seonhokim https://t.co/4VnLKNrzVW"
319,2023-06-15 03:40:00+00:00,jkshum,"He openly shared the personal fun trip together in Canada now?  This guy will spill everything in interviews!!!🤣😍🥰

""After the filming, we went on a trip to Canada together.""

Thought we’d be the only ones who knew tracking your IG location?!🤪💙😂#김선호 #KimSeonHo
#TheChilde https://t.co/KrVrKGpmqO"
320,2023-06-15 03:34:26+00:00,jkshum,"🎉🎉🎉

&lt; Scion &gt; Opening day Stage greetings were held...! 🥳🥳🥳

That’s a brilliant idea to get the first day rolling with excitement!!
#김선호 #KimSeonHo

 #TheChilde https://t.co/lsB5l8e12c"
321,2023-06-15 03:29:31+00:00,jkshum,"So this is the second time I saw John Wick !!! 😃😍.  What a compliment!! 💙#김선호 #KimSeonHo

 #TheChilde 

https://t.co/CoB02gsycz김선호 https://t.co/5CGaGDlmXP"
322,2023-06-15 03:26:46+00:00,seonhourbaee,"“I endure it rather than overcome it”  2023, Kim Seonho

#KimSeonHo 
#KimSeonHoInJKT 
#KimSeonHoInJKT2023 https://t.co/SUt3QwYl5D"
323,2023-06-15 03:25:16+00:00,pacarseonhokim,i wish everyone is safe😢😢😢
324,2023-06-15 03:25:10+00:00,vees_seonshine,"Seonho really has that “it” factor. From Han Jipyeong, to Hong Banjang to Nobleman 🥹 

His ability to make iconic characters is unparalleled 😩🔥

#KimSeonHo #TheChilde"
325,2023-06-15 03:24:35+00:00,Seon_Dimples,"Woaah seonho and TC team trip to Canada afrer filming 😍😍
Update photo in canada juseyo 🤭🤭

#KimSeonHo #김선호 https://t.co/JfM6rG7eGY"
326,2023-06-15 03:22:11+00:00,pnchos,Punyeta wala pa akong ipon pang kim seon ho fan meet😭
327,2023-06-15 03:20:27+00:00,db_seonhoeffect,@hihyuuu Yes hoping #KimSeonHo is given time to explore and walk in Metro Manila streets freely with Filo fans behaving and respecting his personal space even in public places na papasyalan nya 🙏💙🙌
328,2023-06-15 03:18:19+00:00,myseonhokim,@Ninamaverick Sana buy merch para kahit papano sulit! 😂
329,2023-06-15 03:15:32+00:00,myseonhokim,Yes! Hindi pa rin ako maka-move on! I never expected this! I thought you would only wear this shirt for the photos and videos of your usual ads. Kaya pala hindi namin nakita sa new collection kasi you will wear this for your save-the-date FM announcement! 🥹❤️ #KimSeonHo #Bench #GlobalBENCHSetter #LoveToMeetOurGoodBoy
330,2023-06-15 03:11:12+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
331,2023-06-15 03:09:55+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
332,2023-06-15 03:09:38+00:00,RupsChalke,"#KimSeonho #김선호 
#TheChilde #귀공자"
333,2023-06-15 03:02:53+00:00,Seonho_annyeong,"Seonhohada riau, yuukk NOBAR THE CHILDE  tgl 21 &amp; 25 juni.. join group tele kita.. link dibawah ya.. #kimseonho #thechilde https://t.co/cM3CQyzWCA"
334,2023-06-15 03:04:50+00:00,seon__holic,"“About Go Ara 
""She was a senior than me. Even so, I was surprised by her energy &amp; attitude towards the work on set. I saw her struggling &amp; working hard enough to turn the script black. I thought I should get it.
After filming, we all went on a trip to Canada together""
#KimSeonho https://t.co/F1fBKfhiOW"
335,2023-06-15 03:07:13+00:00,seungmindori,The fact that Home Town Cha Cha Cha was one of my fav kdrama and Kim Seon Ho was my favorite actor then Seungmin my ultimate bias got to sing one of the OST. This really has a special place in my heart
336,2023-06-15 02:54:40+00:00,juicyin_NYC,"Running to the theaters on June 30 to watch #TheChilde! 🏃🏻‍♂️ 🏃🏻‍♀️ 🏃 

#KimSeonho #KangTaeju #KimKangwoo #GoAra"
337,2023-06-15 02:41:43+00:00,GenMediaNetwork,"Sinopsis The Childe, Film Pertama Kim Seon Ho di Layar Lebar

https://t.co/tiUzJLR4fQ"
338,2023-06-15 02:40:12+00:00,ElsaRivas339125,@seonho_diaries Your the most handsome man love you kim seon ho
339,2023-06-15 02:30:33+00:00,NemaIbm,"""Zero is just a taste""-
 #KimSeonho 😏🤣 https://t.co/Qm51fnZRAT"
340,2023-06-15 02:26:50+00:00,myseonhokim,@rachel_030809 HAHAHAHAHA! DM! 😂
341,2023-06-15 02:25:25+00:00,myseonhokim,"Keep safe, everyone! 🙏"
342,2023-06-15 02:23:36+00:00,myseonhokim,@millemallari21 https://t.co/5JbUsthcEx
343,2023-06-15 02:15:57+00:00,SeonHomystar,"I was sick yesterday, and I'm still in recovery rn...got the chance to check here....and tah dah! 😍🥰💙💙💙

Pakilapag na po ng mechanics pls @benchtm
@BCbench

#KimSeonHo
#GlobalBENCHSetter"
344,2023-06-15 02:09:42+00:00,juicyin_NYC,"MY LIFE ATP 😭 

•becomes a hermit for a few weeks to save money• 😭😩 

#KimSeonho 
#김선호"
345,2023-06-15 02:12:40+00:00,DiyanWulansari,#kimseonho https://t.co/cJDB7uYqzW
346,2023-06-15 02:15:07+00:00,cnnphilippines,"Heads up, Team Good Boy! Korean actor Kim Seon Ho is coming back to Manila next month.

https://t.co/SACfnGqwLx"
347,2023-06-15 02:07:02+00:00,IDNTimesLampung,Fakta Menarik Peran Kim Seon Ho Debut Film Layar Lebar The Childe  https://t.co/H3G106IMoA
348,2023-06-15 02:03:54+00:00,Laphis_m,"วนกลับมาศูนย์สิริกิติ์อีกแน้ววววววว คิดถึงคุณพ่อบ้านค่ะ 

#คิมซอนโฮ
#KimSeonHo
#김선호 https://t.co/xrAaujEvNh"
349,2023-06-15 02:03:10+00:00,seonstin,"Everyone please help me spam comments to take this video down. 

DO NOT UPLOAD OUR PROJECT ON YOUTUBE 

#KimSeonHo #김선호  #คิมซอนโฮ #キムソンホ 

https://t.co/26ITwCJ1pD"
350,2023-06-15 02:02:26+00:00,Beatric06514527,"I'M FROM MINDANAO- LOOKING FOR PASABUY PLEASE🤧🫶🏻🙏
PLEASE DM ME SINO MAG A ACCEPT PASABUY

#KimSeonHo #LoveToMeetOurGoodBoy #BENCHxKIMSEONHO 
#GlobalBENCHSetter https://t.co/71I3cgRRMU"
351,2023-06-15 02:01:00+00:00,ambaekpeo,"[PRE-ORDER/PH GO]
STAR1 Magazine July 2023 Issue, Cover: Kim Seon Ho

₱430.00

🛒https://t.co/hiJPZHEND8
or place a direct order (for MOP: Visa/Master/Atome/BillEase: https://t.co/wiC6bXLoDk

#wts #lfb"
352,2023-06-15 02:00:43+00:00,nayseonho,"🗓2023. 06.15
kimseonho staff diary

📎https://t.co/SFKw2Me85P…

#KimSeonHo #김선호 #Ourseason
#kimseonhodailycalendar https://t.co/mlJy8gzuQI"
353,2023-06-15 01:58:30+00:00,jkshum,"What a compliment!!🔥💙 So so proud. 😍 He really did customize the character &amp; make it his.

“He is reborn as Kim Seon-ho's customized villain character. It's worth being talked about as a memorable 'villain' character in Korean movies.”#김선호 #KimSeonHo
https://t.co/J2VSJR0bfP https://t.co/HrPNdV48ty"
354,2023-06-15 01:43:20+00:00,marciaalmorais,@seonhohohorayyy Eu amo que o Kim Seon Ho é uma fábrica de memes e ele produz memes para todas as situações! 😂😅🫶
355,2023-06-15 01:40:47+00:00,TheAnnyeongOppa,"PH Seonhohadas, brace yourselves as our dearest good boy is coming back here to meet us once again! @benchtm

#GlobalBENCHSetter #KimSeonHo #LoveToMeetOurGoodBoy #BENCHxKIMSEONHO

Read more: https://t.co/qlDH8NmJr0"
356,2023-06-15 01:39:55+00:00,dinrealbautista,@benchtm kamusta ang pag-buhay mo da mga dugo namin??? Hahahahahahahahahaha #KimSeonHo #BENCHxKimSeonHo #LoveToMeetOurGoodBoy
357,2023-06-15 01:39:50+00:00,kdragontwt,"He does it so well. 🥹

""It's hard to believe that this is his screen debut, #KimSeonHo brilliantly played the role of a smart &amp; dynamic scion.
...
He played a character completely different from the ones he has played so far as if he was wearing a custom suit.""

#TheChilde"
358,2023-06-15 01:25:16+00:00,jkshum,"This is really a close up in the theatre!!! So tall and dashing! 💙😍#김선호 #KimSeonHo

#TheChilde

Credit to owner  https://t.co/6C0OkS6X8F"
359,2023-06-15 01:23:18+00:00,Alive4kimseonho,"I'm still here! Hahaahah.. it's only now that I'm able to read through w/ the seontents from yesterday.
So, apparently SeonHo's clumsiness is INFECTIOUS and we got to see how SeonHo is in class, ""not listening attentively""😜
Ohh how I love this team! 💙💙
#KimSeonHo
#TheChilde"
360,2023-06-15 01:23:13+00:00,ananan0508,"#김선호 #KimSeonHo #귀공자 #theChilde 

https://t.co/DLWQhwNGCw https://t.co/itPCi2Nnp4"
361,2023-06-15 01:07:48+00:00,keydotbeen,"TWO COPSS 9/10

SERU SIH, perannya jg okee bgt tp disini lebih ke bromance nya gasih.. disini dia jd detektif yg nyari pembunuh rekan kerjanya :) lawan mainnya kim seon ho"
362,2023-06-15 01:06:18+00:00,KimseonhoUsa,"Don't forget to fill out form and send payment by the 17th. Zelle payment option added. 

#KimSeonHoUSA #KimSeonHo 

https://t.co/fOtYW7rIJT"
363,2023-06-15 00:45:00+00:00,gmanews,"Good Boy is coming to town again!

Kim Seon Ho, the actor best known for playing Han Ji Pyeong or Good Boy on “Start-Up,” is headed to Manila for another fan meeting.

https://t.co/YxPLEB2ZVW"
364,2023-06-15 00:43:33+00:00,Laphis_m,"Miss you badly. Have a great day always na Pi Seon.  See you soon. ☺️

#คิมซอนโฮ
#KimSeonHo
#김선호 https://t.co/m3OwOH0LUo"
365,2023-06-15 00:40:15+00:00,Tigerseon_shop,"✨เปิดพรี Arena รอบแถม poster A3
🪄รอบแรกเก็บค่าเล่ม 280฿ 
🪄รอบ 2 เก็บค่าชิปปิ้ง มีเลือก เรือ กับ แอร์ ค่า 
—เนื่องจากเป็นนิตยสาร นน ค่อนข้างหนัก 
ค่าชิปปิ้งจะคิดตาม นน จริงนะคะ
รอบposter arena ปิดจอง 18 นี้น้าาา ถึงหน้าปกจะไม่ใช่พี่ซอน แต่ในเล่มรูปเยอะมาก🥹
#Kimseonho #คิมซอนโฮ https://t.co/CthnZGnKtJ"
366,2023-06-15 00:32:47+00:00,seonrae_,FAVORITE NUMBER KO NA 22 🤩
367,2023-06-15 00:37:45+00:00,desteenfrey,My cousin is going to see Kim Seon Ho. Can I just work for Bench? 🥲
368,2023-06-15 00:25:36+00:00,orange_saran,"#선호하는사진 🗓 2023.06.15 

#김스다  #김선호  #KimSeonHo 
#キムソノ #キムソンホ 
#KimseonhoDailycalendar
https://t.co/ozR00Sgk8Z https://t.co/A4aQFDXaz8"
369,2023-06-15 00:25:31+00:00,_patringzzz,May bench fanmeet si kim seon ho sa july 22 sadly yung dates lng ng fanmeet ni cha eun woo ang naVL ko 🥲
370,2023-06-15 00:23:58+00:00,kshfcperu,"📷Una amable reportera comparte en su cuenta de IG la foto que se tomó con nuestro amado #KimSeonHo, seamos buenas con ella ya que gracias a su filtro tenemos la versión de nuestro actor en Anime 🤣😁 ¿Qué piensan ustedes?

#김선호 ◡̈ 💙 #KimSeonHoFCLatino #KimSeonHoFCPeru 🦙🇵🇪 https://t.co/WNPf3MqDv9"
371,2023-06-15 00:23:16+00:00,gabrieletorresf,"Aiai kim seon ho, vendo podcast por sua culpa"
372,2023-06-15 00:22:29+00:00,hyghghy13,"Save the date!!!!

💚💚💚💚💙
#KimSeonHo  #김선호

#LoveToMeetOurGoodBoy #BENCHxKIMSEONHO"
373,2023-06-15 00:18:10+00:00,hyejinah911,#KimSeonHo #GlobalBENCHSetter
374,2023-06-15 00:12:32+00:00,UcanDreamKSH,"I'll stay with your voice and your way of being, your way of speaking and how you make me feel #KimSeonHo 💙😍 https://t.co/EFafeDcfyQ"
375,2023-06-15 00:12:03+00:00,yunhyejinn,cape banget tp kalo dipeluk kim seon ho langsung semangat 45
376,2023-06-15 00:10:32+00:00,DreamersRadioID,Kim Seon Ho Bicara Tentang Perannya Sebagai Pembunuh di 'The Childe' https://t.co/pGCaWNEo7j
377,2023-06-15 00:10:18+00:00,GraceRiego2,"Ready na puso nmn cash nalang kulang 🤣🤣🤣
#KimSeonHo"
378,2023-06-14 23:59:08+00:00,NennuhBanannuh,"BABALIK NA NAMAN SI KIM SEON HO... SA BIRTHDAY MONTH KO PA HUHUHU
PAHINGI PERA"
379,2023-06-14 23:58:35+00:00,kshfcperu,"#KimSeonHo suele enviarnos fotos de sus dedos en forma de corazón hacia el cielo en señal de que siempre está con nosotras.

Esta foto + fue publicada por su staff en el atardecer de Corea/amanecer latino.

#김선호 ◡̈ #KimSeonHo 💙 #KimSeonHoFCLatino #KimSeonHoFCPeru 🦙🇵🇪 https://t.co/fqkMonnmNm"
380,2023-06-14 23:57:02+00:00,kdragontwt,"""This clearly shows why this film is called #KimSeonHo's rediscovery.
As for the review, Kim Seon-ho hard-carried it.""
감상평은 김선호가 하드캐리했다. 

*하드캐리 - gaming term like a star player? Searched 😅 &amp; saw someone also say ""kick-ass"" in short? 😄

https://t.co/gvHbKVaGwG"
